
The following have been reloaded with a version change:
  1) GCCcore/12.3.0 => GCCcore/14.2.0
  2) binutils/2.40-GCCcore-12.3.0 => binutils/2.42-GCCcore-14.2.0
  3) zlib/1.2.13-GCCcore-12.3.0 => zlib/1.3.1-GCCcore-14.2.0

Activating virtual environment...
Using Python from: /WAVE/projects2/sd-2024-25-cloud-lab-llm/NetGen/john/env/bin/python
Starting training model5...
Number of trainable parameters: 86446572
Epoch [1/300], Loss: 10.195357
Epoch [2/300], Loss: 8.915438
Epoch [3/300], Loss: 7.834269
Epoch [4/300], Loss: 7.173873
Epoch [5/300], Loss: 6.567657
Epoch [6/300], Loss: 6.111401
Epoch [7/300], Loss: 5.800303
Epoch [8/300], Loss: 5.567662
Epoch [9/300], Loss: 5.373454
Epoch [10/300], Loss: 5.216280
Epoch [11/300], Loss: 5.093690
Epoch [12/300], Loss: 5.008526
Epoch [13/300], Loss: 4.916433
Epoch [14/300], Loss: 4.843974
Epoch [15/300], Loss: 4.780253
Epoch [16/300], Loss: 4.718686
Epoch [17/300], Loss: 4.668117
Epoch [18/300], Loss: 4.620680
Epoch [19/300], Loss: 4.577368
Epoch [20/300], Loss: 4.530484
Epoch [21/300], Loss: 4.494327
Epoch [22/300], Loss: 4.461016
Epoch [23/300], Loss: 4.414100
Epoch [24/300], Loss: 4.385589
Epoch [25/300], Loss: 4.362358
Epoch [26/300], Loss: 4.331531
Epoch [27/300], Loss: 4.303222
Epoch [28/300], Loss: 4.279897
Epoch [29/300], Loss: 4.248270
Epoch [30/300], Loss: 4.225738
Epoch [31/300], Loss: 4.203927
Epoch [32/300], Loss: 4.174861
Epoch [33/300], Loss: 4.158342
Epoch [34/300], Loss: 4.141947
Epoch [35/300], Loss: 4.116860
Epoch [36/300], Loss: 4.100992
Epoch [37/300], Loss: 4.075383
Epoch [38/300], Loss: 4.065190
Epoch [39/300], Loss: 4.048288
Epoch [40/300], Loss: 4.027029
Epoch [41/300], Loss: 4.006555
Epoch [42/300], Loss: 4.004277
Epoch [43/300], Loss: 3.985200
Epoch [44/300], Loss: 3.966852
Epoch [45/300], Loss: 3.948418
Epoch [46/300], Loss: 3.943746
Epoch [47/300], Loss: 3.927783
Epoch [48/300], Loss: 3.912442
Epoch [49/300], Loss: 3.899129
Epoch [50/300], Loss: 3.884624
Epoch [51/300], Loss: 3.876297
Epoch [52/300], Loss: 3.864478
Epoch [53/300], Loss: 3.850115
Epoch [54/300], Loss: 3.842436
Epoch [55/300], Loss: 3.832154
Epoch [56/300], Loss: 3.821952
Epoch [57/300], Loss: 3.803804
Epoch [58/300], Loss: 3.801187
Epoch [59/300], Loss: 3.787983
Epoch [60/300], Loss: 3.774150
Epoch [61/300], Loss: 3.768659
Epoch [62/300], Loss: 3.757104
Epoch [63/300], Loss: 3.746932
Epoch [64/300], Loss: 3.740280
Epoch [65/300], Loss: 3.724002
Epoch [66/300], Loss: 3.725056
Epoch [67/300], Loss: 3.715379
Epoch [68/300], Loss: 3.699668
Epoch [69/300], Loss: 3.693197
Epoch [70/300], Loss: 3.685039
Epoch [71/300], Loss: 3.678654
Epoch [72/300], Loss: 3.666176
Epoch [73/300], Loss: 3.658663
Epoch [74/300], Loss: 3.655105
Epoch [75/300], Loss: 3.643891
Epoch [76/300], Loss: 3.637157
Epoch [77/300], Loss: 3.624412
Epoch [78/300], Loss: 3.616661
Epoch [79/300], Loss: 3.612541
Epoch [80/300], Loss: 3.606068
Epoch [81/300], Loss: 3.594744
Epoch [82/300], Loss: 3.595102
Epoch [83/300], Loss: 3.584106
Epoch [84/300], Loss: 3.583375
Epoch [85/300], Loss: 3.567957
Epoch [86/300], Loss: 3.564905
Epoch [87/300], Loss: 3.559471
Epoch [88/300], Loss: 3.543494
Epoch [89/300], Loss: 3.546165
Epoch [90/300], Loss: 3.537774
Epoch [91/300], Loss: 3.535597
Epoch [92/300], Loss: 3.529700
Epoch [93/300], Loss: 3.517855
Epoch [94/300], Loss: 3.506551
Epoch [95/300], Loss: 3.507279
Epoch [96/300], Loss: 3.507264
Epoch [97/300], Loss: 3.491923
Epoch [98/300], Loss: 3.492875
Epoch [99/300], Loss: 3.478161
Epoch [100/300], Loss: 3.474209
Epoch [101/300], Loss: 3.469149
Epoch [102/300], Loss: 3.468772
Epoch [103/300], Loss: 3.461521
Epoch [104/300], Loss: 3.457144
Epoch [105/300], Loss: 3.445676
Epoch [106/300], Loss: 3.445007
Epoch [107/300], Loss: 3.439562
Epoch [108/300], Loss: 3.432078
Epoch [109/300], Loss: 3.430803
Epoch [110/300], Loss: 3.427240
Epoch [111/300], Loss: 3.417875
Epoch [112/300], Loss: 3.410599
Epoch [113/300], Loss: 3.407560
Epoch [114/300], Loss: 3.407230
Epoch [115/300], Loss: 3.403737
Epoch [116/300], Loss: 3.393586
Epoch [117/300], Loss: 3.384379
Epoch [118/300], Loss: 3.380643
Epoch [119/300], Loss: 3.382422
Epoch [120/300], Loss: 3.373056
Epoch [121/300], Loss: 3.372389
Epoch [122/300], Loss: 3.358110
Epoch [123/300], Loss: 3.366776
Epoch [124/300], Loss: 3.362953
Epoch [125/300], Loss: 3.355253
Epoch [126/300], Loss: 3.346538
Epoch [127/300], Loss: 3.340410
Epoch [128/300], Loss: 3.333346
Epoch [129/300], Loss: 3.333382
Epoch [130/300], Loss: 3.324971
Epoch [131/300], Loss: 3.328513
Epoch [132/300], Loss: 3.319999
Epoch [133/300], Loss: 3.324550
Epoch [134/300], Loss: 3.310780
Epoch [135/300], Loss: 3.307891
Epoch [136/300], Loss: 3.309873
Epoch [137/300], Loss: 3.302300
Epoch [138/300], Loss: 3.297503
Epoch [139/300], Loss: 3.293397
Epoch [140/300], Loss: 3.292092
Epoch [141/300], Loss: 3.296219
Epoch [142/300], Loss: 3.282834
Epoch [143/300], Loss: 3.287022
Epoch [144/300], Loss: 3.280339
Epoch [145/300], Loss: 3.267910
Epoch [146/300], Loss: 3.268794
Epoch [147/300], Loss: 3.266409
Epoch [148/300], Loss: 3.252507
Epoch [149/300], Loss: 3.255127
Epoch [150/300], Loss: 3.250000
Epoch [151/300], Loss: 3.252024
Epoch [152/300], Loss: 3.251393
Epoch [153/300], Loss: 3.242056
Epoch [154/300], Loss: 3.247182
Epoch [155/300], Loss: 3.239591
Epoch [156/300], Loss: 3.228136
Epoch [157/300], Loss: 3.223507
Epoch [158/300], Loss: 3.226722
Epoch [159/300], Loss: 3.223702
Epoch [160/300], Loss: 3.213293
Epoch [161/300], Loss: 3.215192
Epoch [162/300], Loss: 3.209561
Epoch [163/300], Loss: 3.212600
Epoch [164/300], Loss: 3.206790
Epoch [165/300], Loss: 3.205617
Epoch [166/300], Loss: 3.199659
Epoch [167/300], Loss: 3.192359
Epoch [168/300], Loss: 3.191621
Epoch [169/300], Loss: 3.186154
Epoch [170/300], Loss: 3.182388
Epoch [171/300], Loss: 3.187085
Epoch [172/300], Loss: 3.179304
Epoch [173/300], Loss: 3.176659
Epoch [174/300], Loss: 3.169421
Epoch [175/300], Loss: 3.162139
Epoch [176/300], Loss: 3.171909
Epoch [177/300], Loss: 3.164703
Epoch [178/300], Loss: 3.168781
